BJD - 2454833, Corrected Flux
1998.981890628, 0.998156412,
1999.002322508, 0.998333593,
1999.022754387, 0.998089648,
1999.043186366, 0.997940187,
1999.063618145, 0.997881670,
1999.084050024, 0.997996632,
1999.104481902, 0.997880303,
1999.186209412, 0.997727002,
1999.206641188, 0.997489072,
1999.227073165, 0.997425198,
1999.247505041, 0.997578514,
1999.267937017, 0.997245497,
1999.288368792, 0.997347745,
1999.308800667, 0.997526971,
1999.329232642, 0.997544767,
1999.370096291, 0.997458703,
1999.390528265, 0.997256248,
1999.410960139, 0.997313525,
1999.431391913, 0.997202774,
1999.451823886, 0.997252031,
1999.472255759, 0.997102164,
1999.492687531, 0.996904133,
1999.513119503, 0.997100739,
1999.533551375, 0.997058899,
1999.553983147, 0.996929372,
1999.594846990, 0.996913638,
1999.615278761, 0.996720158,
1999.676574571, 0.996724590,
1999.697006341, 0.997024232,
1999.717438210, 0.997096879,
1999.737870179, 0.996819177,
1999.758301948, 0.996816319,
1999.778733816, 0.996734256,
1999.799165784, 0.996695723,
1999.819597552, 0.996606708,
1999.840029420, 0.996803551,
1999.860461287, 0.996750904,
1999.921756887, 0.996747213,
1999.942188753, 0.996639511,
1999.962620619, 0.996578749,
1999.983052585, 0.996525491,
2000.003484350, 0.996561216,
2000.023916315, 0.996453738,
2000.044348180, 0.996529309,
2000.064779944, 0.996385949,
2000.085211908, 0.996366858,
2000.126075535, 0.996497927,
2000.146507499, 0.996427752,
2000.166939361, 0.996108494,
2000.187371124, 0.996385178,
2000.207803086, 0.996378092,
2000.228234949, 0.996340170,
2000.248666810, 0.996126696,
2000.269098672, 0.996376330,
2000.289530533, 0.996174880,
2000.309962394, 0.996292752,
2000.330394254, 0.996179734,
2000.350826115, 0.996109365,
2000.412121694, 0.996545367,
2000.432553653, 0.996224597,
2000.452985512, 0.996385993,
2000.473417271, 0.996196470,
2000.493849229, 0.996622249,
2000.514281087, 0.996279175,
2000.534712845, 0.996349051,
2000.555144802, 0.996040520,
2000.575576659, 0.996586111,
2000.596008416, 0.996264616,
2000.636872129, 0.996493962,
2000.657303985, 0.996358323,
2000.677735941, 0.996442217,
2000.698167697, 0.996377706,
2000.718599552, 0.996414830,
2000.739031507, 0.996407925,
2000.759463261, 0.996249062,
2000.779895216, 0.996528580,
2000.800327070, 0.996272694,
2000.820758923, 0.996430611,
2000.841190777, 0.996354415,
2000.861622630, 0.996715462,
2000.882054483, 0.996456342,
2000.902486336, 0.996570806,
2000.922918188, 0.996416396,
2000.963781992, 0.996414746,
2000.984213743, 0.996270484,
2001.004645594, 0.996376785,
2001.025077545, 0.996092331,
2001.045509296, 0.996483739,
2001.065941146, 0.996529352,
2001.086373097, 0.996504771,
2001.147668645, 0.996737845,
2001.168100394, 0.996833876,
2001.188532343, 0.996522466,
2001.208964191, 0.996717414,
2001.229396040, 0.996665509,
2001.249827887, 0.996532431,
2001.270259635, 0.996569767,
2001.290691582, 0.996588107,
2001.311123429, 0.996616260,
2001.331555276, 0.996620431,
2001.351987023, 0.996666581,
2001.372418969, 0.996717194,
2001.413282560, 0.996684302,
2001.433714506, 0.996575176,
2001.454146351, 0.996697517,
2001.474578096, 0.996692021,
2001.495010040, 0.996571921,
2001.535873828, 0.996691151,
2001.556305572, 0.996893683,
2001.576737415, 0.996660816,
2001.638032944, 0.996884948,
2001.658464886, 0.996773499,
2001.678896629, 0.996889266,
2001.699328470, 0.997066366,
2001.719760412, 0.996971125,
2001.740192153, 0.996727173,
2001.760623994, 0.996759859,
2001.781055935, 0.997148983,
2001.801487775, 0.996941277,
2001.821919515, 0.996827760,
2001.842351455, 0.997036024,
2001.862783295, 0.997003636,
2001.883215234, 0.996971612,
2001.903646973, 0.997144299,
2001.924078812, 0.997040321,
2001.944510750, 0.997086772,
2001.964942489, 0.997072620,
2001.985374327, 0.997162483,
2002.005806164, 0.997301874,
2002.046669839, 0.997219453,
2002.067101676, 0.997174393,
2002.128397185, 0.997230121,
2002.148829020, 0.997340397,
2002.169260856, 0.997530573,
2002.189692691, 0.997343632,
2002.210124526, 0.997398197,
2002.230556461, 0.997475728,
2002.250988195, 0.997556557,
2002.271420030, 0.997612052,
2002.291851963, 0.997639449,
2002.312283797, 0.997514890,
2002.332715530, 0.997597213,
2002.353147463, 0.997430145,
2002.373579296, 0.997738432,
2002.394011029, 0.997821518,
2002.414442961, 0.997660261,
2002.434874793, 0.997623493,
2002.455306525, 0.997728028,
2002.496170288, 0.997898102,
2002.516602018, 0.997774720,
2002.537033949, 0.997619470,
2002.557465780, 0.997924773,
2002.680056756, 0.997938270,
2002.700488685, 0.998163508,
2002.720920413, 0.998279278,
2002.741352241, 0.998075516,
2002.761784069, 0.998286729,
2002.782215897, 0.998208753,
2002.802647724, 0.998405525,
2002.823079651, 0.998291356,
2002.843511378, 0.998090748,
2002.863943204, 0.998327145,
2002.884375130, 0.998375845,
2002.904806856, 0.998468471,
2002.925238682, 0.998352062,
2002.945670607, 0.998252834,
2002.966102332, 0.998374132,
2002.986534257, 0.998407307,
2003.006966082, 0.998525511,
2003.027397806, 0.998365856,
2003.047829730, 0.998426417,
2003.109125201, 0.998274675,
2003.129557024, 0.998508028,
2003.149988847, 0.998441251,
2003.170420669, 0.998284952,
2003.190852492, 0.998487525,
2003.211284314, 0.998520706,
2003.231716135, 0.998398384,
2003.252147957, 0.998366038,
2003.272579778, 0.998592815,
2003.293011699, 0.998418817,
2003.313443420, 0.998584657,
2003.333875340, 0.998808791,
2003.354307160, 0.998694628,
2003.374738880, 0.998863606,
2003.415602619, 0.998817567,
2003.436034338, 0.998701050,
2003.456466257, 0.998720680,
2003.476897976, 0.998795961,
2003.497329794, 0.999124830,
2003.517761712, 0.998672684,
2003.538193430, 0.998381496,
2003.599488882, 0.998673918,
2003.640352616, 0.998882307,
2003.660784432, 0.998699007,
2003.681216248, 0.998917371,
2003.701648064, 0.998754157,
2003.742511695, 0.998918172,
2003.762943510, 0.998840853,
2003.783375325, 0.998830985,
2003.803807239, 0.998737717,
2003.824238953, 0.998830364,
2003.844670768, 0.998710481,
2003.865102681, 0.998879059,
2003.885534395, 0.998748511,
2003.905966208, 0.998838587,
2003.926398121, 0.998723952,
2003.946829834, 0.998770480,
2003.967261646, 0.998896967,
2003.987693559, 0.998942336,
2004.008125271, 0.999024894,
2004.028557182, 0.999118569,
2004.089852616, 0.993980225,
2004.110284427, 0.992746303,
2004.130716237, 0.992513323,
2004.151148048, 0.992453910,
2004.171579858, 0.993244148,
2004.192011667, 0.994705173,
2004.212443477, 0.998873034,
2004.232875286, 0.998834390,
2004.253306995, 0.999232711,
2004.273738904, 0.999087871,
2004.294170712, 0.998969204,
2004.314602421, 0.999041921,
2004.335034328, 0.999255523,
2004.355466136, 0.999109718,
2004.375898044, 0.999158291,
2004.396329751, 0.999168793,
2004.416761558, 0.999138817,
2004.437193465, 0.999242606,
2004.457625171, 0.999070428,
2004.478056978, 0.999246226,
2004.498488883, 0.999147695,
2004.518920589, 0.999680884,
2004.580216005, 0.999049604,
2004.600647810, 0.999248424,
2004.621079714, 0.999209936,
2004.641511519, 0.999189205,
2004.661943223, 0.999250485,
2004.682375126, 0.999362883,
2004.702806930, 0.999442263,
2004.723238733, 0.999353828,
2004.743670536, 0.999319073,
2004.764102339, 0.999128733,
2004.825397746, 0.999613204,
2004.866261349, 0.999011792,
2004.886693151, 0.999382555,
2004.907124952, 0.999183512,
2004.927556753, 0.999324109,
2004.947988553, 0.999190991,
2004.968420354, 0.999161216,
2004.988852154, 0.999394204,
2005.009283954, 0.999067523,
2005.029715753, 0.999196106,
2005.050147553, 0.999218223,
2005.070579452, 0.999445013,
2005.091011151, 0.999211427,
2005.111442949, 0.999214649,
2005.131874848, 0.999182332,
2005.152306646, 0.999211992,
2005.193170242, 0.999381805,
2005.213602039, 0.999382161,
2005.234033736, 0.999486661,
2005.295329126, 0.999453775,
2005.315761023, 0.999356286,
2005.336192819, 0.999412400,
2005.356624514, 0.999328044,
2005.377056410, 0.999431691,
2005.397488205, 0.999191875,
2005.417920100, 0.999365938,
2005.438351795, 0.999458715,
2005.458783590, 0.999570056,
2005.479215484, 0.999436543,
2005.499647178, 0.999639511,
2005.520078972, 0.999566903,
2005.540510866, 0.999667530,
2005.560942559, 0.999413659,
2005.581374352, 0.999463049,
2005.601806245, 0.999654765,
2005.622237938, 0.999633139,
2005.642669730, 0.999637416,
2005.663101522, 0.999644124,
2005.683533314, 0.999667405,
2005.703965106, 0.999427156,
2005.724396998, 0.999617200,
2005.744828689, 0.999672902,
2005.806124061, 0.999578259,
2005.826555952, 0.999500758,
2005.846987742, 0.999577741,
2005.867419431, 0.999666786,
2005.887851321, 0.999579098,
2005.908283110, 0.999782003,
2005.928714800, 0.999883682,
2005.949146688, 0.999805387,
2005.969578477, 0.999777493,
2005.990010266, 0.999852259,
2006.010442054, 0.999528354,
2006.030873842, 0.999733548,
2006.051305629, 0.999759756,
2006.071737417, 0.999912049,
2006.092169204, 1.000053896,
2006.112601091, 1.000093384,
2006.133032778, 0.999881595,
2006.153464565, 0.999883170,
2006.173896451, 1.000010070,
2006.194328237, 1.000013665,
2006.214759923, 1.000066776,
2006.235191809, 1.000206185,
2006.255623594, 1.000203681,
2006.276055279, 1.000214772,
2006.296487164, 1.000143369,
2006.337350634, 1.000294679,
2006.357782518, 1.000176186,
2006.378214202, 1.000302357,
2006.398645986, 1.000274894,
2006.419077869, 1.000313158,
2006.439509553, 1.000254937,
2006.459941436, 1.000381450,
2006.480373219, 1.000714538,
2006.541668566, 1.000192745,
2006.562100348, 1.000497556,
2006.582532130, 1.000478044,
2006.602963911, 1.000476815,
2006.623395693, 1.000532232,
2006.643827574, 1.000708243,
2006.664259255, 1.000617190,
2006.684691035, 1.000878801,
2006.705122916, 1.000735345,
2006.725554596, 1.000480012,
2006.745986376, 1.000749435,
2006.786849935, 1.000811168,
2006.807281814, 1.000819226,
2006.827713594, 1.000910854,
2006.848145272, 1.000876683,
2006.868577151, 1.000908660,
2006.889008929, 1.001052359,
2006.909440607, 1.001048163,
2006.929872485, 1.001333833,
2006.950304263, 1.001157812,
2006.970735940, 1.001051271,
2007.032031371, 1.001204185,
2007.052463148, 1.001117038,
2007.072894924, 1.001322377,
2007.093326701, 1.001603188,
2007.113758477, 1.001313493,
2007.134190252, 1.001423913,
2007.154622028, 1.001434300,
2007.175053803, 1.001492359,
2007.195485578, 1.001385408,
2007.215917453, 1.001547099,
2007.236349127, 1.001478636,
2007.256780902, 1.001621758,
2007.277212776, 1.001813087,
2007.297644450, 1.001608983,
2007.318076224, 1.001668345,
2007.338508097, 1.001827322,
2007.358939770, 1.001850081,
2007.379371543, 1.002140656,
2007.399803416, 1.001918195,
2007.420235089, 1.001939475,
2007.440666961, 1.002156582,
2007.461098733, 1.002179516,
2007.522394049, 1.001839348,
2007.542825820, 1.002076568,
2007.583689362, 1.002275940,
2007.604121133, 1.002278467,
2007.624553003, 1.002285500,
2007.644984673, 1.002367513,
2007.665416443, 1.002300792,
2007.685848313, 1.002252405,
2007.706279982, 1.002570336,
2007.726711752, 1.002480878,
2007.747143521, 1.002566066,
2007.767575290, 1.002632173,
2007.788007158, 1.002752025,
2007.808438927, 1.002661932,
2007.828870595, 1.002687806,
2007.849302463, 1.002690962,
2007.869734131, 1.002845953,
2007.890165899, 1.002647382,
2007.910597766, 1.002676141,
2007.931029433, 1.002864015,
2007.951461200, 1.002945384,
2007.971893067, 1.002908922,
2007.992324733, 1.002716198,
2008.012756500, 1.002640935,
2008.033188366, 1.001213414,
2008.053620132, 1.000849000,
2008.074051798, 1.000674097,
2008.094483663, 1.000482892,
2008.114915428, 1.000674844,
2008.135347193, 1.000979525,
2008.155778958, 1.001496945,
2008.176210723, 1.003163115,
2008.196642587, 1.003281976,
2008.257937879, 1.003188888,
2008.278369543, 1.003348373,
2008.298801306, 1.003459344,
2008.319233169, 1.003342750,
2008.339664832, 1.003423439,
2008.360096595, 1.003442578,
2008.380528458, 1.003667902,
2008.400960120, 1.003496659,
2008.421391882, 1.003354961,
2008.441823744, 1.003732523,
2008.523550789, 1.003436905,
2008.543982550, 1.003343980,
2008.564414311, 1.003537657,
2008.584845971, 1.003847306,
2008.605277832, 1.003920608,
2008.625709591, 1.003668010,
2008.646141251, 1.003783057,
2008.666573111, 1.003696126,
2008.687004870, 1.003601373,
2008.707436530, 1.003793072,
2008.727868389, 1.003775067,
2008.748300147, 1.003879275,
2008.768732006, 1.003874591,
2008.789163664, 1.003943434,
2008.809595422, 1.003818828,
2008.830027280, 1.003841738,
2008.850458938, 1.003792353,
2008.870890696, 1.003756396,
2008.891322553, 1.003906880,
2008.911754210, 1.003801024,
2008.932185967, 1.003997633,
2008.952617824, 1.004038553,
2008.973049480, 1.003877810,
2008.993481237, 1.004327411,
2009.013913093, 1.004004756,
2009.034344849, 1.003776235,
2009.054776504, 1.003811086,
2009.075208360, 1.003857259,
2009.095640115, 1.003905776,
2009.116071870, 1.003978720,
2009.136503625, 1.003890800,
2009.156935380, 1.003925992,
2009.177367234, 1.003985616,
2009.238662397, 1.003818948,
2009.259094150, 1.003969058,
2009.279525804, 1.004052847,
2009.299957657, 1.003826960,
2009.320389410, 1.004141490,
2009.340821063, 1.003945551,
2009.361252916, 1.003825577,
2009.381684668, 1.004052201,
2009.402116520, 1.003915456,
2009.422548172, 1.004204441,
2009.442979924, 1.003967734,
2009.463411776, 1.003904011,
2009.483843428, 1.003973087,
2009.504275179, 1.003776427,
2009.524707030, 1.003908101,
2009.545138781, 1.003880903,
2009.565570431, 1.003927545,
2009.586002282, 1.003994994,
2009.606434032, 1.003918030,
2009.626865682, 1.003941381,
2009.647297532, 1.004138650,
2009.667729282, 1.004107104,
2009.688160931, 1.003855139,
2009.708592781, 1.003908490,
2009.729024530, 1.003865890,
2009.749456379, 1.004058200,
2009.769888027, 1.004031030,
2009.790319776, 1.003883910,
2009.810751624, 1.003837450,
2009.831183272, 1.003845864,
2009.851615020, 1.003870232,
2009.872046768, 1.003939439,
2009.892478516, 1.003946504,
2009.912910263, 1.003696621,
2009.974205504, 1.003874265,
2009.994637250, 1.003687389,
2010.015068997, 1.003774341,
2010.035500743, 1.003901399,
2010.055932489, 1.003823380,
2010.076364235, 1.003711719,
2010.096796080, 1.003691398,
2010.117227826, 1.003854622,
2010.137659471, 1.003996236,
2010.178523061, 1.003733057,
2010.198954705, 1.003778822,
2010.219386550, 1.003623144,
2010.239818294, 1.003747801,
2010.260249938, 1.003571914,
2010.280681782, 1.003917768,
2010.301113526, 1.003685571,
2010.321545169, 1.003976245,
2010.341977013, 1.003790560,
2010.362408756, 1.003927493,
2010.382840599, 1.003626168,
2010.403272241, 1.003602249,
2010.464567468, 1.003863859,
2010.484999210, 1.003709700,
2010.505431052, 1.003742660,
2010.525862794, 1.003660996,
2010.546294435, 1.003473602,
2010.566726277, 1.003793972,
2010.587158017, 1.003736089,
2010.607589658, 1.003502319,
2010.628021499, 1.003710443,
2010.648453239, 1.003559206,
2010.668884880, 1.003514177,
2010.689316720, 1.003459513,
2010.709748360, 1.003486043,
2010.730180199, 1.003348559,
2010.750611939, 1.003413905,
2010.791475417, 1.003211679,
2010.811907156, 1.003378845,
2010.832338795, 1.003521208,
2010.852770634, 1.003402234,
2010.873202372, 1.003342740,
2010.893634011, 1.003317167,
2010.914065848, 1.003237940,
2010.934497586, 1.003238590,
2010.954929324, 1.003338618,
2010.975361062, 1.003347899,
2010.995792799, 1.003216671,
2011.016224636, 1.003146354,
2011.036656373, 1.002894582,
2011.057088010, 1.003053484,
2011.077519846, 1.003110752,
2011.097951582, 1.003295294,
2011.118383219, 1.003134155,
2011.138815055, 1.003195493,
2011.200110262, 1.003263276,
2011.220541997, 1.003046783,
2011.240973632, 1.003364975,
2011.261405467, 1.002993974,
2011.281837202, 1.003090989,
2011.302268836, 1.003036015,
2011.322700671, 1.003047794,
2011.343132405, 1.003042967,
2011.363564139, 1.003139888,
2011.383995873, 1.003128435,
2011.445291073, 1.002906105,
2011.465722806, 1.003044486,
2011.486154539, 1.002955238,
2011.506586272, 1.002870958,
2011.527018005, 1.003008431,
2011.547449837, 1.002956717,
2011.567881469, 1.003068198,
2011.588313201, 1.003024531,
2011.608745033, 1.003033627,
2011.649608496, 1.003083031,
2011.670040228, 1.002980711,
2011.690471859, 1.002989360,
2011.710903690, 1.003015910,
2011.731335421, 1.002805002,
2011.751767051, 1.002976699,
2011.772198882, 1.002900996,
2011.792630612, 1.002926939,
2011.833494072, 1.003055787,
2011.853925802, 1.002918434,
2011.874357531, 1.002949905,
2011.894789261, 1.003085956,
2011.915220990, 1.002989532,
2011.935652819, 1.002999641,
2011.956084448, 1.003007258,
2011.976516177, 1.003092564,
2011.996948005, 1.001224232,
2012.017379734, 0.997445990,
2012.037811362, 0.996531670,
2012.058243190, 0.996364670,
2012.078674818, 0.996415761,
2012.099106545, 0.996897445,
2012.119538373, 0.999622996,
2012.139970000, 1.002960177,
2012.160401727, 1.003127564,
2012.180833554, 1.003055935,
2012.201265181, 1.003165932,
2012.221696908, 1.003076474,
2012.242128734, 1.003142561,
2012.262560361, 1.003256088,
2012.282992186, 1.003180999,
2012.303423912, 1.002779421,
2012.323855538, 1.003016687,
2012.344287364, 1.003081278,
2012.364719089, 1.002767387,
2012.446445989, 1.003044379,
2012.466877714, 1.003086611,
2012.487309438, 1.003225075,
2012.507741163, 1.003050689,
2012.528172887, 1.003119936,
2012.548604611, 1.003229177,
2012.569036434, 1.003433024,
2012.589468158, 1.003261222,
2012.609899781, 1.003428711,
2012.630331605, 1.003136720,
2012.650763327, 1.003395245,
2012.671194950, 1.003263186,
2012.691626773, 1.003387784,
2012.712058496, 1.003235483,
2012.732490118, 1.003436291,
2012.752921940, 1.003153080,
2012.773353662, 1.003322954,
2012.793785284, 1.003477663,
2012.814217106, 1.003571476,
2012.834648827, 1.003220084,
2012.855080549, 1.003487693,
2012.916375712, 1.003496410,
2012.936807433, 1.003683861,
2012.957239153, 1.003738860,
2012.977670874, 1.003657262,
2012.998102594, 1.003754698,
2013.018534314, 1.003758380,
2013.059397754, 1.003821263,
2013.079829473, 1.003664497,
2013.100261293, 1.003739056,
2013.120692912, 1.003747100,
2013.141124731, 1.003779101,
2013.161556450, 1.003542765,
2013.181988069, 1.003895987,
2013.202419887, 1.003863185,
2013.222851606, 1.003850329,
2013.243283224, 1.003864523,
2013.263715042, 1.004003261,
2013.284146760, 1.004176483,
2013.304578378, 1.004099129,
2013.325010196, 1.003862275,
2013.345441913, 1.003925064,
2013.365873530, 1.003880799,
2013.386305348, 1.004041305,
2013.406737065, 1.004083413,
2013.427168781, 1.004106859,
2013.447600498, 1.004077187,
2013.488463931, 1.004145696,
2013.508895647, 1.004151839,
2013.529327363, 1.004176165,
2013.549759079, 1.003942207,
2013.570190795, 1.004076804,
2013.590622510, 1.004182093,
2013.611054326, 1.004052537,
2013.631485941, 1.004241505,
2013.651917656, 1.004244820,
2013.672349471, 1.004382045,
2013.692781086, 1.004399951,
2013.713212801, 1.004667710,
2013.733644615, 1.004496612,
2013.754076229, 1.004485696,
2013.774508044, 1.004597041,
2013.794939757, 1.004549162,
2013.815371371, 1.004471573,
2013.835803185, 1.004555294,
2013.897098325, 1.004674094,
2013.937961751, 1.004730168,
2013.958393464, 1.004863413,
2013.978825176, 1.004956543,
2013.999256889, 1.004957160,
2014.019688601, 1.004649304,
2014.040120313, 1.004893719,
2014.060552125, 1.004939392,
2014.080983837, 1.005218484,
2014.101415449, 1.005023631,
2014.121847260, 1.005097652,
2014.142278971, 1.005040564,
2014.162710583, 1.005038823,
2014.203574105, 1.005053460,
2014.224005715, 1.005040717,
2014.244437526, 1.005087629,
2014.264869137, 1.005121952,
2014.285300847, 1.005109531,
2014.305732657, 1.005125909,
2014.326164267, 1.005189654,
2014.346596077, 1.005174685,
2014.367027786, 1.005258175,
2014.387459396, 1.005272422,
2014.407891205, 1.005219364,
2014.428322915, 1.005306589,
2014.448754624, 1.005372671,
2014.469186333, 1.005425386,
2014.489618042, 1.005323003,
2014.510049750, 1.005340782,
2014.530481459, 1.005611892,
2014.550913167, 1.005323382,
2014.571344875, 1.005500529,
2014.591776683, 1.005587254,
2014.632640099, 1.005537083,
2014.653071807, 1.005537961,
2014.673503414, 1.005560744,
2014.693935221, 1.005734414,
2014.714366929, 1.005720061,
2014.755230342, 1.005671672,
2014.775662049, 1.005743390,
2014.796093656, 1.005718084,
2014.877820581, 1.005929442,
2014.918683992, 1.005831958,
2014.939115698, 1.005721010,
2014.959547403, 1.005704723,
2014.979979108, 1.005785385,
2017.860848803, 1.002263326,
2017.881280590, 1.002020164,
2017.901712177, 1.002123779,
2017.922143863, 1.001949120,
2017.942575650, 1.001718706,
2017.963007236, 1.002073433,
2017.983438923, 1.002079003,
2018.003870709, 1.001688790,
2018.024302295, 1.001475483,
2018.044733981, 1.001789493,
2018.065165767, 1.001686630,
2018.085597352, 1.001622185,
2018.106029138, 1.001727449,
2018.126460823, 1.001232418,
2018.146892509, 1.001273184,
2018.167324194, 1.001775211,
2018.187755879, 1.001352704,
2018.208187564, 1.001315055,
2018.228619249, 1.001217687,
2018.249050934, 1.001102619,
2018.269482618, 1.001054793,
2018.289914403, 1.001010114,
2018.310345987, 1.001033855,
2018.330777672, 1.000935349,
2018.351209456, 1.000834738,
2018.371641040, 1.000844421,
2018.392072824, 1.000870396,
2018.412504508, 1.000577742,
2018.432936092, 1.000600186,
2018.453367876, 1.000644680,
2018.473799559, 1.000610895,
2018.494231143, 1.000442203,
2018.514662926, 1.000284125,
2018.535094509, 1.000023561,
2018.555526192, 1.000053378,
2018.575957975, 1.000055934,
2018.596389558, 1.000125715,
2018.616821341, 1.000072930,
2018.637253024, 1.000252380,
2018.657684707, 0.999702905,
2018.678116389, 0.999843519,
2018.698548071, 0.999787566,
2018.718979754, 0.999730093,
2018.739411436, 0.999717287,
2018.800706582, 0.999355353,
2018.821138164, 0.999113824,
2018.841569945, 0.999323997,
2018.862001627, 0.999252166,
2018.882433208, 0.999333853,
2018.902864989, 0.999155022,
2018.923296671, 0.999280925,
2018.943728252, 0.998961743,
2018.964160033, 0.998997941,
2018.984591714, 0.998994257,
2019.005023295, 0.998675002,
2019.025455075, 0.998924705,
2019.045886756, 0.998860841,
2019.066318336, 0.998738479,
2019.086750117, 0.998690132,
2019.107181797, 0.998509740,
2019.127613477, 0.998264721,
2019.148045157, 0.998271221,
2019.168476837, 0.998045151,
2019.188908517, 0.998309283,
2019.209340197, 0.998121003,
2019.229771877, 0.998057985,
2019.250203556, 0.997956335,
2019.270635236, 0.998259279,
2019.291066915, 0.997979293,
2019.311498594, 0.998111340,
2019.331930274, 0.998164396,
2019.352362053, 0.997796176,
2019.372793732, 0.997974418,
2019.393225311, 0.997699051,
2019.413657089, 0.997842826,
2019.434088768, 0.997798750,
2019.454520347, 0.997548512,
2019.474952125, 0.997731958,
2019.495383803, 0.997610842,
2019.515815382, 0.997719911,
2019.536247160, 0.997381030,
2019.556678838, 0.997453099,
2019.577110416, 0.997570645,
2019.597542194, 0.997405092,
2019.617973872, 0.997339094,
2019.638405649, 0.997369610,
2019.658837227, 0.997328489,
2019.679268904, 0.997468260,
2019.699700682, 0.997063050,
2019.720132259, 0.997363306,
2019.781427390, 0.997077074,
2019.801858967, 0.996984220,
2019.822290744, 0.996981640,
2019.842722421, 0.996901542,
2019.863154098, 0.996940740,
2019.904017350, 0.996963387,
2019.924449127, 0.992335686,
2019.944880803, 0.989581171,
2019.965312379, 0.987729088,
2019.985744155, 0.988135343,
2020.006175831, 0.988073122,
2020.026607407, 0.989085300,
2020.047039183, 0.993664075,
2020.067470859, 0.995349954,
2020.087902434, 0.996843174,
2020.108334210, 0.996405748,
2020.149197660, 0.996406689,
2020.169629236, 0.996576858,
2020.210492686, 0.996351653,
2020.230924261, 0.996255787,
2020.251355936, 0.996446046,
2020.271787710, 0.996434600,
2020.292219385, 0.996437919,
2020.312650960, 0.996406188,
2020.333082734, 0.996295643,
2020.353514409, 0.996351681,
2020.373946083, 0.996539491,
2020.394377757, 0.996372890,
2020.414809431, 0.996097800,
2020.435241205, 0.995974048,
2020.455672779, 0.996046623,
2020.476104453, 0.996178102,
2020.496536127, 0.996220174,
2020.516967801, 0.996140120,
2020.537399474, 0.996169342,
2020.557831148, 0.996039771,
2020.578262821, 0.996202018,
2020.598694494, 0.996215459,
2020.619126168, 0.995959103,
2020.639557841, 0.995955364,
2020.659989614, 0.996044490,
2020.680421187, 0.995967530,
2020.700852860, 0.995985351,
2020.721284633, 0.995987001,
2020.741716205, 0.996112107,
2020.762147878, 0.996314862,
2020.782579651, 0.995859974,
2020.803011323, 0.996146270,
2020.823442895, 0.996003086,
2020.843874668, 0.996035504,
2020.864306340, 0.995995113,
2020.884738012, 0.995657930,
2020.905169684, 0.995856633,
2020.925601356, 0.995794398,
2020.946033028, 0.995847172,
2020.966464700, 0.995887216,
2020.986896371, 0.995943937,
2021.007328143, 0.996076146,
2021.027759715, 0.995782914,
2021.048191386, 0.995725095,
2021.068623157, 0.995786738,
2021.089054729, 0.995580808,
2021.109486400, 0.995824398,
2021.129918171, 0.996013698,
2021.150349742, 0.995908400,
2021.170781513, 0.995765581,
2021.191213184, 0.995927594,
2021.211644755, 0.995989138,
2021.252508196, 0.995920851,
2021.272939767, 0.995806535,
2021.293371537, 0.995820805,
2021.313803107, 0.995683125,
2021.334234778, 0.995843351,
2021.354666548, 0.995873718,
2021.375098218, 0.996015039,
2021.395529888, 0.995909907,
2021.415961558, 0.995897014,
2021.436393228, 0.995952502,
2021.456824898, 0.995903412,
2021.477256568, 0.995848233,
2021.497688237, 0.995806850,
2021.518120007, 0.995886438,
2021.538551576, 0.995813572,
2021.558983246, 0.995915585,
2021.579415015, 0.996048056,
2021.599846585, 0.995925498,
2021.620278354, 0.996050742,
2021.640710023, 0.995834123,
2021.661141592, 0.995961579,
2021.681573361, 0.996011394,
2021.722436599, 0.995923875,
2021.742868367, 0.995890056,
2021.763300036, 0.995890366,
2021.804163373, 0.995790211,
2021.824595042, 0.995861056,
2021.845026710, 0.995957045,
2021.865458378, 0.995814561,
2021.885890046, 0.995736867,
2021.926753383, 0.995863976,
2021.947185051, 0.995551398,
2021.967616718, 0.995699238,
2021.988048386, 0.995757723,
2022.008480054, 0.995851360,
2022.028911822, 0.995941576,
2022.049343389, 0.995978801,
2022.069775057, 0.995968268,
2022.090206824, 0.995949796,
2022.110638392, 0.995789333,
2022.131070159, 0.995939609,
2022.151501826, 0.995731293,
2022.171933394, 0.995713824,
2022.192365161, 0.995812320,
2022.212796828, 0.995708855,
2022.233228395, 0.995692403,
2022.253660162, 0.995968101,
2022.274091829, 0.996045974,
2022.294523395, 0.995868161,
2022.314955162, 0.996756420,
2022.335386829, 0.995949201,
2022.355818595, 0.995946636,
2022.376250162, 0.995671397,
2022.417113594, 0.995766770,
2022.478408593, 0.995946161,
2022.498840259, 0.995835268,
2022.519271825, 0.995680492,
2022.539703591, 0.995881962,
2022.560135257, 0.995816233,
2022.580566823, 0.995925089,
2022.600998588, 0.995931833,
2022.621430254, 0.995488609,
2022.641861920, 0.995787874,
2022.662293585, 0.995844536,
2022.682725151, 0.995728818,
2022.703156916, 0.995791412,
2022.723588581, 0.995790198,
2022.744020147, 0.995689978,
2022.764451912, 0.995768715,
2022.784883577, 0.995782287,
2022.805315142, 0.995635185,
2022.825746907, 0.995714366,
2022.846178572, 0.995865770,
2022.866610337, 0.995871431,
2022.887041902, 0.995614129,
2022.907473566, 0.995536975,
2022.927905331, 0.995912283,
2022.948336896, 0.995768014,
2022.968768560, 0.995612914,
2022.989200325, 0.995752500,
2023.009631989, 0.995457876,
2023.030063553, 0.995594274,
2023.050495318, 0.995529948,
