BJD - 2454833, Corrected Flux
2023.070926982, 0.995666290,
2023.091358646, 0.995565725,
2023.111790310, 0.995864102,
2023.132221974, 0.995442274,
2023.152653738, 0.995632525,
2023.193516966, 0.995685186,
2023.213948730, 0.995553667,
2023.234380293, 0.995704761,
2023.275243721, 0.995410383,
2023.295675284, 0.995498531,
2023.316106948, 0.995326582,
2023.336538711, 0.995535299,
2023.356970275, 0.995650109,
2023.377402038, 0.995511211,
2023.397833601, 0.995568772,
2023.438697027, 0.995701952,
2023.459128591, 0.995664909,
2023.479560253, 0.995681011,
2023.499992016, 0.995769424,
2023.520423680, 0.995495746,
2023.540855242, 0.995496101,
2023.561287005, 0.995349977,
2023.581718668, 0.995195150,
2023.602150331, 0.995570957,
2023.622581993, 0.995550984,
2023.643013656, 0.995526562,
2023.724740405, 0.995716381,
2023.745171968, 0.995469434,
2023.765603630, 0.995503058,
2023.786035392, 0.995428228,
2023.806466954, 0.995476859,
2023.826898716, 0.995289801,
2023.847330378, 0.995585251,
2023.888193702, 0.995616847,
2023.908625364, 0.995591981,
2023.929056926, 0.995388685,
2023.949488687, 0.995350954,
2023.969920349, 0.995443710,
2023.990352011, 0.995425204,
2024.010783672, 0.995467087,
2024.031215334, 0.995442082,
2024.051646995, 0.995531449,
2024.072078657, 0.995513690,
2024.092510318, 0.995452945,
2024.112941979, 0.995483924,
2024.133373640, 0.995764692,
2024.174236963, 0.995387023,
2024.194668624, 0.995663626,
2024.215100285, 0.995460969,
2024.235532046, 0.995486771,
2024.255963607, 0.995726346,
2024.276395368, 0.995446272,
2024.296827028, 0.995509404,
2024.317258589, 0.995506165,
2024.337690350, 0.995463202,
2024.358122011, 0.995356280,
2024.378553571, 0.995424276,
2024.419416993, 0.995596462,
2024.439848553, 0.995501056,
2024.460280313, 0.995573267,
2024.480711974, 0.995626878,
2024.501143734, 0.995480991,
2024.521575294, 0.995405982,
2024.542006955, 0.995524444,
2024.562438715, 0.995491471,
2024.603301935, 0.995627945,
2024.623733695, 0.995612267,
2024.664596915, 0.995572463,
2024.685028675, 0.995543393,
2024.705460335, 0.995523348,
2024.725891995, 0.995653453,
2024.746323655, 0.995576059,
2024.766755214, 0.995578128,
2024.787186974, 0.995547199,
2024.807618634, 0.995446214,
2024.828050193, 0.995515564,
2024.848481953, 0.998216936,
2024.868913612, 0.995540366,
2024.909776931, 0.995680596,
2024.930208591, 0.995657572,
2024.950640350, 0.995703225,
2024.971071909, 0.995600488,
2024.991503568, 0.995674227,
2025.011935328, 0.995814475,
2025.032366887, 0.995585733,
2025.052798546, 0.995682322,
2025.073230305, 0.995702111,
2025.093661864, 0.995894633,
2025.114093523, 0.995772811,
2025.154956941, 0.995932430,
2025.175388600, 0.995765273,
2025.195820259, 0.995981086,
2025.216251917, 0.995885475,
2025.257115235, 0.995906826,
2025.277546893, 0.995859820,
2025.297978652, 0.995738146,
2025.318410211, 0.995859121,
2025.338841869, 0.996111894,
2025.359273628, 0.995963046,
2025.400136945, 0.995962941,
2025.420568503, 0.995809062,
2025.441000161, 0.996217277,
2025.461431920, 0.995974453,
2025.481863478, 0.996078831,
2025.502295136, 0.996233576,
2025.522726894, 0.996282166,
2025.543158452, 0.996077574,
2025.563590111, 0.995979838,
2025.584021869, 0.996107758,
2025.604453427, 0.996340734,
2025.686180158, 0.996281479,
2025.706611816, 0.996300052,
2025.727043474, 0.996224765,
2025.747475132, 0.996179605,
2025.767906790, 0.996410984,
2025.788338447, 0.996368518,
2025.808770105, 0.996487569,
2025.829201763, 0.996484325,
2025.849633520, 0.996554216,
2025.890496735, 0.996776676,
2025.910928493, 0.996461868,
2025.931360150, 0.996642995,
2025.951791708, 0.996436461,
2025.972223465, 0.996586673,
2026.013086680, 0.996886316,
2026.033518437, 0.996866202,
2026.053950095, 0.996775207,
2026.074381752, 0.996689526,
2026.094813409, 0.997015344,
2026.156108381, 0.996925481,
2026.196971695, 0.996999221,
2026.217403352, 0.997108728,
2026.237835009, 0.997270894,
2026.258266666, 0.997151360,
2026.278698323, 0.997181205,
2026.299130080, 0.997293451,
2026.319561636, 0.997227744,
2026.339993293, 0.997202449,
2026.401288264, 0.997496595,
2026.421720020, 0.997328939,
2026.442151677, 0.997483175,
2026.462583234, 0.997535950,
2026.483014990, 0.997175515,
2026.503446647, 0.997724874,
2026.544309960, 0.997489624,
2026.564741617, 0.997422913,
2026.585173373, 0.997672908,
2026.605604930, 0.997681006,
2026.626036586, 0.997578830,
2026.646468342, 0.997715404,
2026.666899899, 0.997518469,
2026.687331555, 0.997791092,
2026.707763312, 0.997734939,
2026.728194868, 0.997615533,
2026.748626624, 0.997742336,
2026.769058280, 0.997850443,
2026.789489837, 0.997874256,
2026.830353149, 0.997852514,
2026.871216561, 0.997860018,
2026.912079774, 0.998156811,
2026.932511530, 0.997937195,
2026.952943186, 0.998180761,
2026.973374842, 0.997861359,
2026.993806498, 0.998111516,
2027.014238154, 0.997848555,
2027.034669910, 0.997687593,
2027.055101466, 0.998289807,
2027.075533122, 0.998150411,
2027.116396433, 0.998065469,
2027.136828089, 0.998039182,
2027.157259845, 0.998059075,
2027.177691401, 0.997957258,
2027.198123157, 0.998268429,
2027.218554812, 0.998249538,
2027.238986368, 0.998397201,
2027.259418124, 0.998249985,
2027.279849780, 0.998711559,
2027.300281335, 0.998192556,
2027.320713091, 0.998430447,
2027.382008058, 0.998352952,
2027.402439713, 0.998555424,
2027.422871469, 0.998294272,
2027.443303025, 0.998364574,
2027.463734680, 0.998480722,
2027.484166336, 0.998391358,
2027.504598091, 0.998502769,
2027.525029647, 0.998416982,
2027.565892958, 0.998558998,
2027.627187924, 0.998664291,
2027.647619679, 0.998605537,
2027.668051335, 0.998505814,
2027.688482890, 0.998517335,
2027.708914645, 0.998504746,
2027.729346301, 0.998574139,
2027.749777856, 0.998438317,
2027.770209611, 0.998712244,
2027.790641266, 0.998669173,
2027.811073022, 0.998511307,
2027.872367987, 0.992287878,
2027.892799542, 0.991978930,
2027.913231198, 0.991828387,
2027.933662953, 0.992629628,
2027.954094508, 0.994158477,
2027.974526163, 0.998840570,
2027.994957918, 0.998695432,
2028.015389573, 0.998717366,
2028.035821229, 0.998775933,
2028.056252884, 0.998710017,
2028.076684539, 0.998778007,
2028.097116194, 0.998746270,
2028.178842814, 0.998927082,
2028.199274469, 0.998696850,
2028.219706124, 0.998776621,
2028.240137779, 0.998645933,
2028.260569534, 0.998948200,
2028.281001089, 0.998681502,
2028.301432744, 0.998785985,
2028.362727709, 0.998733448,
2028.383159464, 0.999119465,
2028.403591019, 0.998969597,
2028.424022774, 0.998861735,
2028.444454428, 0.998810454,
2028.464885983, 0.998789224,
2028.485317738, 0.998820956,
2028.505749393, 0.998780527,
2028.526180948, 0.998975398,
2028.546612703, 0.998960250,
2028.607907667, 0.998804114,
2028.628339322, 0.998837251,
2028.669202632, 0.999018907,
2028.689634287, 0.999156635,
2028.710066042, 0.999062646,
2028.750929251, 0.998926046,
2028.771361006, 0.999230429,
2028.791792661, 0.999221414,
2028.853087625, 0.998899014,
2028.873519280, 0.999345515,
2028.893950935, 0.999211409,
2028.914382489, 0.998953478,
2028.934814244, 0.999088211,
2028.955245899, 0.999000766,
2028.975677454, 0.999376906,
2028.996109209, 0.998993427,
2029.016540863, 0.999067682,
2029.036972418, 0.999224189,
2029.057404173, 0.999187915,
2029.077835828, 0.999245448,
2029.098267582, 0.999322646,
2029.118699137, 0.999266780,
2029.159562547, 0.999393330,
2029.179994101, 0.999364130,
2029.200425756, 0.999327493,
2029.220857511, 0.999310635,
2029.241289166, 0.999509370,
2029.261720820, 0.999154249,
2029.282152475, 0.999392790,
2029.343447439, 0.999314595,
2029.363879094, 0.999493282,
2029.384310849, 0.999501274,
2029.404742404, 0.999503820,
2029.445605813, 0.999703818,
2029.466037368, 0.999649585,
2029.486469123, 0.999592254,
2029.506900777, 0.999448671,
2029.527332332, 0.999713587,
2029.588627296, 0.999581711,
2029.609059051, 0.999577847,
2029.629490606, 0.999515281,
2029.649922261, 0.999514748,
2029.670354016, 0.999628829,
2029.690785570, 0.999577016,
2029.711217325, 0.999468744,
2029.731648980, 0.999637115,
2029.752080635, 0.999514363,
2029.772512290, 0.999384612,
2029.833807254, 0.999743033,
2029.854238909, 0.999713358,
2029.874670664, 0.999616250,
2029.895102319, 0.999672049,
2029.915533873, 0.999509918,
2029.935965628, 0.999453937,
2029.956397283, 0.999604023,
2029.976828838, 0.999480806,
2029.997260593, 0.999551655,
2030.017692248, 0.999555897,
2030.058555558, 0.999637336,
2030.078987213, 0.999581517,
2030.099418968, 0.999577316,
2030.119850522, 0.999471689,
2030.140282177, 0.999708520,
2030.160713932, 0.999641607,
2030.181145487, 0.999774790,
2030.201577142, 0.999645191,
2030.222008797, 0.999519319,
2030.242440452, 0.999725785,
2030.262872107, 0.999634901,
2030.283303762, 0.999424255,
2030.303735417, 0.999539310,
2030.324167172, 0.999583002,
2030.344598727, 0.999822456,
2030.365030382, 0.999664013,
2030.385462138, 0.999623511,
2030.405893793, 0.999903289,
2030.426325348, 0.999549360,
2030.446757103, 0.999729589,
2030.467188758, 0.999608628,
2030.487620413, 0.999430888,
2030.508052068, 1.000004951,
2030.548915379, 0.999895958,
2030.569347034, 0.999688397,
2030.589778689, 0.999844764,
2030.610210444, 0.999691517,
2030.630641999, 0.999870287,
2030.651073655, 0.999672752,
2030.671505410, 0.999596420,
2030.691936965, 0.999728827,
2030.712368720, 0.999628892,
2030.732800376, 0.999506622,
2030.753231931, 0.999733991,
2030.794095342, 0.999601833,
2030.814526897, 0.999282026,
2030.834958652, 0.999455334,
2030.855390308, 0.999449951,
2030.875821963, 0.999406417,
2030.896253619, 0.999472490,
2030.916685274, 0.999346308,
2030.937116930, 0.999368771,
2030.957548585, 0.999199761,
2030.977980240, 0.999589739,
2030.998411896, 0.999692923,
2031.059706963, 0.999496912,
2031.100570274, 0.999345676,
2031.121001930, 0.999301906,
2031.141433485, 0.999248677,
2031.161865241, 0.999508602,
2031.182296896, 0.999584367,
2031.202728452, 0.999526809,
2031.223160208, 0.999545053,
2031.243591864, 0.999569675,
2031.284455175, 0.999580912,
2031.304886831, 0.999459461,
2031.325318587, 0.999436965,
2031.345750143, 0.999477484,
2031.366181799, 0.999511286,
2031.386613554, 0.999351695,
2031.407045110, 0.999461136,
2031.427476766, 0.999356642,
2031.447908522, 0.999462171,
2031.468340078, 0.999407629,
2031.488771834, 0.999412774,
2031.550066802, 0.999426443,
2031.570498458, 0.999163305,
2031.590930014, 0.999226538,
2031.611361771, 0.999216439,
2031.631793427, 0.999186287,
2031.652224983, 0.999153257,
2031.672656739, 0.999224485,
2031.693088395, 0.999251027,
2031.713520052, 1.000471574,
2031.733951708, 0.999146121,
2031.795246677, 0.999026344,
2031.815678333, 0.998970673,
2031.836110090, 0.998085797,
2031.856541646, 0.997268855,
2031.876973403, 0.996923489,
2031.897405059, 0.996731694,
2031.917836616, 0.996604373,
2031.938268372, 0.997025633,
2031.958700029, 0.997203632,
2031.979131586, 0.998230621,
2032.019994999, 0.999308282,
2032.040426655, 0.999123851,
2032.060858312, 0.999271734,
2032.081289969, 0.999250589,
2032.101721726, 0.999258662,
2032.122153283, 0.999313078,
2032.142584939, 0.999359800,
2032.163016696, 0.999414382,
2032.183448253, 0.999045226,
2032.203879910, 0.999256481,
2032.224311667, 0.999425478,
2032.285606638, 0.999400078,
2032.306038195, 0.999537342,
2032.326469952, 0.999475757,
2032.367333167, 0.999327057,
2032.387764924, 0.999379893,
2032.408196581, 0.999220005,
2032.428628138, 0.999498763,
2032.449059896, 0.999157120,
2032.469491553, 0.999463485,
2032.489923310, 0.999559545,
2032.510354868, 0.999482986,
2032.530786525, 0.999771553,
2032.551218283, 0.999538220,
2032.571649840, 1.008857797,
2032.592081498, 0.999221704,
2032.612513255, 0.999507285,
2032.632944813, 0.999468195,
2032.653376570, 0.999445721,
2032.673808228, 0.999491549,
2032.694239786, 0.999576296,
2032.714671544, 0.999304463,
2032.755534859, 0.999711327,
2032.775966517, 0.999627134,
2032.796398175, 0.999906059,
2032.816829833, 0.999687044,
2032.837261491, 0.999674795,
2032.857693149, 0.999932120,
2032.878124807, 0.999875923,
2032.898556565, 0.999550985,
2032.918988123, 0.999844334,
2032.939419881, 0.999842814,
2032.959851439, 0.999810644,
2033.000714856, 0.999857909,
2033.021146414, 0.999890204,
2033.041578172, 0.999950166,
2033.062009831, 1.000022253,
2033.082441389, 1.000197503,
2033.102873148, 0.999915672,
2033.123304806, 1.000041746,
2033.164168123, 1.000089910,
2033.184599782, 1.000291153,
2033.205031340, 1.000210751,
2033.245894758, 1.000327398,
2033.266326517, 1.000171496,
2033.286758075, 1.000382548,
2033.307189734, 1.000548617,
2033.327621493, 1.000598903,
2033.348053052, 1.000690663,
2033.368484711, 1.000498036,
2033.388916470, 1.000571943,
2033.409348129, 1.000503219,
2033.429779788, 1.000701951,
2033.450211447, 1.000738587,
2033.511506425, 1.000938115,
2033.531938084, 1.001023914,
2033.572801403, 1.000877906,
2033.593233163, 1.000884394,
2033.613664722, 1.000723486,
2033.634096382, 1.000786750,
2033.654528141, 1.000962886,
2033.674959701, 1.000979044,
2033.695391361, 1.001179042,
2033.736254680, 1.001137122,
2033.756686340, 1.001293522,
2033.777118100, 1.001347537,
2033.797549660, 1.001297720,
2033.817981420, 1.001452668,
2033.838413080, 1.001576051,
2033.858844640, 1.001594064,
2033.879276400, 1.001671989,
2033.899708060, 1.001744453,
2033.920139720, 1.002380425,
2033.940571380, 1.001636518,
2033.981434801, 1.002223921,
2034.001866361, 1.001793479,
2034.022298022, 1.001854772,
2034.042729782, 1.001897811,
2034.063161443, 1.001797836,
2034.083593003, 1.001948557,
2034.104024764, 1.002138788,
2034.124456424, 1.001985650,
2034.144887985, 1.002243085,
2034.165319746, 1.002041150,
2034.185751407, 1.001983118,
2034.247046390, 1.002349962,
2034.267478051, 1.002228004,
2034.287909712, 1.002396424,
2034.308341373, 1.002302904,
2034.328773034, 1.002338992,
2034.369636456, 1.002234893,
2034.390068018, 1.002556700,
2034.410499679, 1.002681678,
2034.430931441, 1.002812465,
2034.471794664, 1.002510021,
2034.492226425, 1.002708818,
2034.512657987, 1.002636692,
2034.533089649, 1.002976155,
2034.553521410, 1.002789295,
2034.573952972, 1.002871638,
2034.614816396, 1.002935891,
2034.635248058, 1.002496982,
2034.655679720, 1.002846338,
2034.676111382, 1.003008857,
2034.757838131, 1.003070253,
2034.778269793, 1.003323197,
2034.798701356, 1.003176299,
2034.819133118, 1.003108583,
2034.839564781, 1.003248305,
2034.859996343, 1.003235294,
2034.880428106, 1.003062247,
2034.900859769, 1.003536531,
2034.921291331, 1.003461302,
2034.982586420, 1.003515039,
2035.003018083, 1.003611469,
2035.023449646, 1.003544437,
2035.043881409, 1.003507353,
2035.064313072, 1.003459930,
2035.084744636, 1.003642999,
2035.105176399, 1.003459324,
2035.146039826, 1.003563746,
2035.166471389, 1.003527628,
2035.207334816, 1.003574070,
2035.227766380, 1.003791082,
2035.248198043, 1.003832872,
2035.268629807, 1.003626945,
2035.289061471, 1.003895194,
2035.309493135, 1.003906558,
2035.329924799, 1.003781372,
2035.350356463, 1.003997141,
2035.370788127, 1.004144867,
2035.391219791, 1.003765766,
2035.411651455, 1.003976344,
2035.472946448, 1.004189265,
2035.493378213, 1.004254945,
2035.513809777, 1.004130642,
2035.534241542, 1.004305104,
2035.554673207, 1.004149404,
2035.575104771, 1.004208335,
2035.595536536, 1.004189628,
2035.615968201, 1.004287343,
2035.636399766, 1.004271247,
2035.656831531, 1.004213647,
2035.718126526, 1.004149809,
2035.738558091, 1.004180023,
2035.758989857, 1.001696693,
2035.779421522, 0.998481721,
2035.799853187, 0.997808811,
2035.820284853, 0.997804582,
2035.861148284, 0.998505159,
2035.881579850, 1.001811315,
2035.902011515, 1.004249315,
2035.963306513, 1.004383216,
2035.983738279, 1.004593238,
2036.004169945, 1.004525790,
2036.024601512, 1.004563594,
2036.045033278, 1.004676653,
2036.085896710, 1.004379863,
2036.106328277, 1.004518147,
2036.126759943, 1.004359376,
2036.188054943, 1.004625908,
2036.208486710, 1.004612081,
2036.228918277, 1.004644404,
2036.249350044, 1.004661371,
2036.269781611, 1.005099143,
2036.290213278, 1.004723559,
2036.310645045, 1.004820259,
2036.331076712, 1.004706955,
2036.371940047, 1.004632885,
2036.392371615, 1.004679988,
2036.453666617, 1.005015283,
2036.474098385, 1.004669733,
2036.494530053, 1.004638681,
2036.514961721, 1.004651866,
2036.535393389, 1.004773334,
2036.555825057, 1.005097827,
2036.576256725, 1.004946783,
2036.596688493, 1.004607703,
2036.637551830, 1.004715775,
2036.698846835, 1.004641731,
2036.719278504, 1.004759433,
2036.739710072, 1.004701205,
2036.760141841, 1.004504386,
2036.780573510, 1.004727713,
2036.801005279, 1.004750361,
2036.821436848, 1.004875563,
2036.841868517, 1.004754943,
2036.862300286, 1.004766480,
2036.882731856, 1.004632859,
2036.944026864, 1.004854901,
2036.964458533, 1.004795809,
2036.984890303, 1.004630639,
2037.005321873, 1.004846498,
2037.025753642, 1.004722262,
2037.046185212, 1.004614254,
2037.066616882, 1.004716468,
2037.087048652, 1.004821605,
2037.107480322, 1.004783218,
2037.127911893, 1.004832429,
2037.189207004, 1.004634035,
2037.209638674, 1.004406977,
2037.230070345, 1.004568228,
2037.250502015, 1.004666574,
2037.270933686, 1.004600144,
2037.291365357, 1.004493769,
2037.311797128, 1.004528087,
2037.332228699, 1.004544153,
2037.352660470, 1.004543785,
2037.373092141, 1.004462300,
2037.434387155, 1.004355469,
2037.454818727, 1.004548597,
2037.475250498, 1.004528253,
2037.495682170, 1.004347193,
2037.516113742, 1.004089661,
2037.536545514, 1.004273817,
2037.556977185, 1.004240979,
2037.577408957, 1.004084054,
2037.597840530, 1.004285303,
2037.618272202, 1.004262806,
2037.679567219, 1.004046933,
2037.699998891, 1.004041284,
2037.720430564, 1.003962114,
2037.740862336, 1.004114602,
2037.761293909, 1.004054939,
2037.781725582, 1.004179030,
2037.802157355, 1.003946919,
2037.822589028, 1.003654170,
2037.843020601, 1.003889432,
2037.863452374, 1.003782405,
2037.904315721, 1.003898705,
2037.924747395, 1.003834061,
2037.945179068, 1.003641058,
2037.986042415, 1.003649389,
2038.006474089, 1.003678665,
2038.026905863, 1.003653699,
2038.047337437, 1.003472649,
2038.067769111, 1.003695842,
2038.088200885, 1.003359567,
2038.108632460, 1.003487195,
2038.169927483, 1.003266062,
2038.190359258, 1.003359939,
2038.210790932, 1.003320681,
2038.231222507, 1.003316205,
2038.251654282, 1.003232853,
2038.272085957, 1.003193429,
2038.292517632, 1.003399483,
2038.312949307, 1.003261296,
2038.333380983, 1.003272850,
2038.353812658, 1.003240834,
2038.374244333, 1.003135123,
2038.394676009, 1.003548664,
2038.415107685, 1.003234166,
2038.435539360, 1.003194384,
2038.455971136, 1.003175665,
2038.476402812, 1.003078696,
2038.517266164, 1.003135274,
2038.537697840, 1.002968121,
2038.558129417, 1.002795408,
2038.578561193, 1.002800554,
2038.598992870, 1.002570459,
2038.660287900, 1.002601922,
2038.680719676, 1.003143175,
2038.701151253, 1.002663680,
2038.721582930, 1.002552991,
2038.742014708, 1.002743510,
2038.762446285, 1.002504918,
2038.782877962, 1.002772343,
2038.823741317, 1.002637895,
2038.844173095, 1.002391575,
2038.885036350, 1.002343249,
2038.905468128, 1.002448354,
2038.925899806, 1.002835387,
2038.946331484, 1.002150204,
2038.966763163, 1.002145789,
2038.987194841, 1.002186216,
2039.007626519, 1.001910484,
2039.028058198, 1.002332212,
2039.048489877, 1.002138546,
2039.089353234, 1.001825932,
2039.130216692, 1.001735059,
2039.150648271, 1.001554259,
2039.171079950, 1.001858037,
2039.191511730, 1.001760623,
2039.211943309, 1.001548941,
2039.232375089, 1.001861144,
2039.252806768, 1.001671664,
2039.273238348, 1.001806981,
2039.293670128, 1.001650276,
2039.314101808, 1.001638130,
2039.334533388, 1.001883056,
2039.416260209, 1.001516880,
2039.436691889, 1.001441995,
2039.457123670, 1.001458513,
2039.477555251, 1.001635124,
2039.497986932, 1.001337743,
2039.518418713, 1.001278895,
2039.538850294, 1.001147968,
2039.559281975, 1.001234172,
2039.579713756, 1.001414399,
2039.600145438, 1.001115620,
2039.620577119, 1.001111281,
2039.641008801, 1.001196117,
2039.661440382, 1.001219274,
2039.681872164, 1.001261082,
2039.702303846, 1.001053083,
2039.722735428, 1.000966840,
2039.743167210, 1.001027764,
2039.763598892, 1.000971949,
2039.784030675, 1.001120681,
2039.804462257, 1.000763716,
2039.824893940, 1.000958581,
2039.886188988, 1.000823834,
2039.906620771, 1.000758519,
2039.927052354, 1.000709936,
2039.947484037, 1.000746451,
2039.967915820, 1.000397201,
2039.988347404, 1.000420601,
2040.008779187, 1.000328352,
2040.029210871, 1.000382602,
2040.070074239, 1.000542924,
2040.110937507, 1.000501654,
2040.131369291, 1.000285032,
2040.151800975, 1.000201169,
2040.172232759, 1.000293049,
2040.192664344, 1.000250666,
2040.213096028, 1.000043692,
2040.233527813, 1.000138804,
2040.274391083, 0.999907036,
2040.294822868, 0.999906719,
2040.315254553, 0.999668950,
2040.376549609, 0.999713594,
2040.396981295, 0.999661709,
2040.417412981, 0.999744458,
2040.437844567, 0.999603227,
2040.458276353, 0.999710818,
2040.478708039, 0.999672146,
2040.499139625, 0.999448972,
2040.519571411, 0.999482962,
2040.540003098, 0.999348849,
2040.560434884, 0.999228822,
2040.621729944, 0.999174050,
2040.642161531, 0.998946057,
2040.662593218, 0.999031257,
2040.683025006, 0.998880750,
2040.703456593, 0.999242613,
2040.723888380, 0.999172007,
2040.744320068, 0.999031790,
2040.764751756, 0.998720980,
2040.785183444, 0.998854198,
2040.846478508, 0.998612661,
2040.866910196, 0.998182796,
2040.907773573, 0.998593471,
2040.948637050, 0.998503009,
2040.969068739, 0.998434658,
2040.989500328, 0.998580334,
2041.009932117, 0.998248817,
2041.030363706, 0.998147233,
2041.050795396, 0.998353579,
2041.091658775, 0.998127058,
2041.112090564, 0.998069224,
2041.132522254, 0.998142509,
2041.152953844, 0.998117361,
2041.173385634, 0.997882563,
2041.193817324, 0.998039946,
2041.214248915, 0.997988860,
2041.234680705, 0.998123445,
2041.255112396, 0.998046326,
2041.275544186, 0.997969496,
2041.295975777, 0.998134344,
2041.377702541, 0.997253849,
2041.398134333, 0.997409788,
2041.418565924, 0.997671781,
2041.438997616, 0.997698101,
2041.459429408, 0.997665968,
2041.479861100, 0.997692728,
2041.500292792, 0.997296211,
2041.520724484, 0.997440853,
2041.541156176, 0.997523112,
2041.561587868, 0.997478472,
2041.582019561, 0.997377773,
2041.602451254, 0.997555600,
2041.622883046, 0.997453218,
2041.643314639, 0.997351588,
2041.663746432, 0.997576278,
2041.684178025, 0.997437674,
2041.704609719, 0.997343916,
2041.745473106, 0.997465456,
2041.765904799, 0.997552684,
2041.786336593, 0.997431285,
2041.827199981, 0.997299495,
2041.847631675, 0.997231860,
2041.868063269, 0.997123418,
2041.888495064, 0.997363057,
2041.908926758, 0.997214437,
2041.929358353, 0.997389487,
2041.949790148, 0.997039085,
2041.970221843, 0.997121322,
2041.990653538, 0.997322949,
2042.011085233, 0.997164210,
2042.031516928, 0.997225202,
2042.092812015, 0.997123169,
2042.113243811, 0.997019842,
2042.133675507, 0.996952800,
2042.154107103, 0.996942843,
2042.174538899, 0.997179318,
2042.194970595, 0.997102453,
2042.215402292, 0.996924975,
2042.276697482, 0.997167295,
2042.337992473, 0.997115341,
2042.358424171, 0.997230129,
2042.378855968, 0.997230967,
2042.419719264, 0.996949710,
2042.440151062, 0.997189050,
2042.460582660, 0.997121715,
2042.481014358, 0.997070286,
2042.501446156, 0.996991468,
2042.521877755, 0.997017986,
2042.542309453, 0.997201373,
2042.562741252, 0.997163903,
2042.583172851, 0.996869913,
2042.603604650, 0.997026290,
2042.624036349, 0.996816118,
2042.644468049, 0.996899150,
2042.664899748, 0.997125096,
2042.685331448, 0.997034758,
2042.705763147, 0.996760534,
2042.726194847, 0.996654270,
2042.746626547, 0.997045287,
2042.767058347, 0.996854307,
2042.828353448, 0.996540444,
2042.848785149, 0.996603408,
2042.869216750, 0.996541679,
2042.889648551, 0.996526716,
2042.910080252, 0.996817963,
2042.930511953, 0.996701923,
2042.950943654, 0.996457866,
2042.971375356, 0.996598559,
2042.991807057, 0.996527555,
2043.012238759, 0.996520420,
2043.073533865, 0.996239212,
2043.093965467, 0.996342201,
2043.114397270, 0.996411062,
2043.134828972, 0.996301618,
2043.155260775, 0.996110939,
2043.175692378, 0.996852180,
2043.196124081, 0.998204803,
2043.216555884, 0.996290082,
2043.236987487, 0.996214096,
2043.257419191, 0.996519201,
2043.318714402, 0.996292050,
2043.339146106, 0.996544172,
2043.359577810, 0.996219503,
2043.380009514, 0.996119962,
2043.400441219, 0.996145962,
2043.420872923, 0.995892109,
2043.441304728, 0.996128038,
2043.461736333, 0.996154554,
2043.482168138, 0.996192935,
2043.502599843, 0.996097295,
2043.543463254, 0.995881413,
2043.563894959, 0.995817901,
2043.584326565, 0.995964688,
2043.604758371, 0.995837645,
2043.625190077, 0.995808437,
2043.645621883, 0.995906706,
2043.666053489, 0.995678179,
2043.686485196, 0.991208606,
2043.706916902, 0.989590349,
2043.727348609, 0.989260178,
2043.747780216, 0.988485091,
2043.788643730, 0.988465795,
2043.809075338, 0.992839770,
2043.849938853, 0.993602561,
2043.870370660, 0.994025660,
2043.890802268, 0.995706033,
2043.911233976, 0.995982606,
2043.931665785, 0.995924046,
2043.952097393, 0.995858475,
2043.972529101, 0.996205398,
2043.992960910, 0.995935902,
2044.033824328, 0.995960984,
2044.054256037, 0.996002486,
2044.074687746, 0.996026478,
2044.095119456, 0.996142405,
2044.115551165, 0.996312418,
2044.135982875, 0.996066451,
2044.156414685, 0.996043989,
2044.176846295, 0.996252468,
2044.197278105, 0.996397387,
2044.217709815, 0.996196303,
2044.238141426, 0.996051053,
2044.299436558, 0.996299323,
2044.319868369, 0.996322615,
2044.340300080, 0.996418972,
2044.360731692, 0.996158568,
2044.381163503, 0.996126625,
2044.401595115, 0.996148495,
2044.422026927, 0.996025296,
2044.442458639, 0.995995661,
2044.462890251, 0.996140734,
2044.483322063, 0.996112691,
2044.544617201, 0.996493397,
2044.585480727, 0.996438870,
2044.605912340, 0.996390765,
2044.626344053, 0.996508685,
2044.646775867, 0.996278152,
2044.667207581, 0.996422199,
2044.687639194, 0.996245291,
2044.708071008, 0.996192364,
2044.728502723, 0.996302667,
2044.748934437, 0.996193861,
2044.769366151, 0.996389700,
2044.789797866, 0.995967436,
2044.810229681, 0.996356036,
2044.830661296, 0.996190458,
2044.851093011, 0.996373241,
2044.871524826, 0.996160553,
2044.891956441, 0.996415572,
2044.912388157, 0.996060821,
2044.953251589, 0.996385453,
2044.973683405, 0.996405887,
2045.034978554, 0.996517379,
2045.055410270, 0.996541256,
2045.075841887, 0.996461761,
2045.096273704, 0.996384229,
2045.116705321, 0.996566490,
2045.137137139, 0.996390383,
2045.157568856, 0.996538920,
2045.178000474, 0.996569657,
2045.198432291, 0.996623714,
2045.218864009, 0.996609282,
2045.280159164, 0.996668319,
2045.300590983, 0.996287024,
2045.321022702, 0.996838219,
2045.341454320, 0.996864667,
2045.361886140, 0.996711796,
2045.382317859, 0.997108863,
2045.402749478, 0.996926196,
2045.423181298, 0.996920525,
2045.443613018, 0.996993379,
2045.464044637, 0.997095221,
2045.525339998, 0.997035084,
2045.545771619, 0.996978146,
2045.566203339, 0.997223533,
2045.586635160, 0.997197252,
2045.607066781, 0.997218807,
2045.627498502, 0.997149060,
2045.647930324, 0.997169970,
2045.668361945, 0.997271379,
2045.688793767, 0.997353243,
2045.709225489, 0.997179379,
2045.729657111, 0.997268052,
